Accession  no,Sex,Nutrition,Slaughter Group,Date of Birth,Slaughter Date,Days at Death,Sca_GLP,Sca_BG,Sca_SLC,Hum_GL,Hum_GLC,Hum_SD,Hum_Bd,Hum_BT,Hum_BFT,Hum_HT,Hum_HTC,Rad_GL,Rad_Bp,Rad_BFp,Rad_SDmm,Rad_Bd,Mtc_GL,Mtc_Bp,Mtc_BFp,Mtc_SD,Mtc_BFd,Mtc_WCM,Mtc_WCL,Mtc_Dem,Mtc_Del,Mtc_Dvm,Mtc_Dvl,Mtc_BdFus,Pel_SDpu,Pel_SDmmpu,Pel_MRDA,Fem_GL,Fem_GLC,Fem_TC,Fem_SD,Fem_Bd,Tib_GL,Tib_Bp,Tib_SDml,Tib_SDmin,Tib_Bd,Tib_Dd,Navcu_GB,Mtt_GL,Mtt_Bp,Mtt_BFp,Mtt_SD,Mtt_BFd,Mtt_WCM,Mtt_WCL,Mtt_Dem,Mtt_Del,Mtt_Dvm,Mtt_Dvl,Mtt_BdFus,Ast_GLl,Ast_Bd,Ast_Dl,Cal_GL,Cal_BS,Cal_C,Cal_C&D,Cal_GDde,Sca_coracoid_fus,Hum_prox_fus,Hum_dist_fus,Rad_prox_fus,Rad_dist_fus,Mtc_dist_fus,Pel_acetabulum_fus,Fem_caput_fus,Fem_gt_fus,Fem_dist_fus,Tib_prox_fus,Tib_dist_fus,Mtt_dist_fus,Cal_prox_fus,Pph_fore_int_fus,Pph_fore_ext_fus,Pph_dist_int_fus,Pph_dist_ext_fus,Mph_fore_int_fus,Mph_fore_ext_fus,Mph_dist_int_fus,Mph_dist_ext_fus
3656,Female,High,6,28/04/98,24/08/2001,1214,31.19,18.5,18.41,137,123,14.16,29.21,27.46,27.35,18.37,13.77,150,30.48,28.19,16.99,29.51,124,22.46,21.74,13.27,23.58,10.9,10.55,10.4,10,15.65,15,23.86,5.85,7.01,5.59,168,167.5,19.98,16.23,36.33,204,39.75,15.08,11.39,26.14,19.73,22.53,135,20.54,20.1,11.36,22.83,10.4,10.65,9.66,9.12,15.74,14.88,22.71,26.68,17.77,15.01,52.74,15.34,12.18,20.68,21.19,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3657,Female,Low,8,06/06/97,28/08/2001,1544,30.09,18.94,18.19,127.5,113,13.58,29.49,27.23,26.65,18.14,14.33,141,30.31,27.62,17.18,28.93,116,22.28,21.53,13.02,24.03,11.1,10.45,10.98,10.16,15.58,15.02,23.62,3.54,8.6,4.51,155,152,19.26,15.79,36.16,186.5,39.48,14.54,11.11,25.48,19.84,20.95,125,19.3,18.92,11.13,22.57,10.6,9.35,10.09,9.37,15.42,14.67,22.3,27.62,17.08,15.15,51.86,14.88,12.4,21.22,21.64,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3658,Female,Low,8,30/04/97,22/08/2001,1575,31.4,19.94,18.26,138,122.5,14.44,30.74,28.69,28.1,17.84,14.05,143,31.15,28.01,17.67,29.06,114,22.49,21.88,13.18,24.75,11.45,11.05,9.81,9.45,15.09,14.55,24.57,5.65,8.22,5.58,166,165.5,20.55,16.57,37.44,192,40.45,14.71,11.22,26.16,20.29,22.75,124,19.78,19.68,11.53,23.49,10.9,10,8.94,8.52,15.28,14.38,23.16,27.08,18.24,15.42,54.11,15.96,12.74,21.95,21.79,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3659,Castrate,High,5,5/13/1998,13/12/2000,945,32.24,21.83,20.68,140,123.5,14.95,32.77,30.33,29.81,19.36,15.33,154,32.12,29.62,17.55,31.4,120.5,24.17,23.27,14.38,26.68,12.15,11.55,10.67,10.59,15.93,15.72,26.78,6.38,7.68,5.81,169.5,168.5,20.52,16.6,39.71,201.5,43.01,14.87,11.78,27.34,20.85,24.53,132.5,21.21,21.19,11.87,25.28,11.6,10.9,10.16,9.94,15.91,15.28,23.93,28.24,19.64,16.68,57.16,17.19,14.4,23.32,23.3,fu,fo,fu,fu,fo,fu,fu,fo,fu,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3660,Female,High,5,5/7/1998,13/12/2000,951,30.99,19.04,18.98,132,117,14.65,28.61,26.78,26.34,17.85,13.96,138,29.39,26.43,17.98,28.56,113,21.47,21.03,12.82,23.51,11.15,10.7,9.91,9.4,15.06,14.57,23.37,5.4,9.8,4.57,165.5,163,19.41,15.17,37.51,185.5,41.19,14.45,11,26.03,19.78,22.4,121,19.62,19.07,10.73,22.53,10.6,9.7,9.21,8.73,15.24,14.41,22.13,27.57,17.95,15.42,53.22,15.08,13.04,22.55,22.76,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3661,Female,High,5,5/2/1998,12/12/2000,955,33.23,20.42,20.57,135.5,120,15.18,30.97,28.84,28.69,18.43,15.08,143,32.34,29.6,18.19,29.95,114,23.33,22.09,14.4,24.81,11.4,11,11.42,10.65,16.25,15.61,25.25,6.56,8.56,4.06,165,163,21.15,17.35,38.42,191.5,41.87,15.67,11.47,26.52,20.61,23.08,123,19.92,19.85,12.11,24.02,10.95,9.9,10.49,9.57,16.35,15.06,23.64,28.29,18.31,15.71,52.63,16.43,12.56,21.98,22.21,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3662,Female,High,6,11/05/98,27/08/2001,1204,33.28,21.2,19.71,142,127,15.08,31.19,28.94,28.62,18.63,14.7,150.5,31.99,29.05,17.68,29.55,121.5,23.95,23.48,14.1,25.52,11.7,11.45,10.78,10.27,16.44,16,25.76,5.88,9.06,4.95,168.5,168,21.81,17.15,37.44,198.5,40.95,15.28,12.42,26.88,21.92,24.12,132,20.9,20.82,11.7,24.22,11.4,10.35,9.78,9.5,16.43,15.61,23.86,29.09,18.89,16.35,56.91,16.4,13.2,22.84,23.6,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3663,Female,Low,6,08/05/98,28/08/2001,1208,28.88,17.93,17.58,124.5,109.5,12.73,28.03,26.23,25.9,16.47,13.16,130.5,28.64,26.22,15.21,26.02,104,20.18,19.48,12.28,22.66,10.4,9.8,9.75,9,14.18,13.47,22.39,3.67,7.73,4.32,146,145.5,18.22,13.84,34.74,176,37.38,13.13,10.75,22.37,18.69,19.91,111.5,17.96,17.81,10.22,21.37,9.85,8.9,8.83,8.09,13.69,12.86,21.02,24.92,16.3,13,47.85,13.53,11.21,19.38,19.99,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3664,Female,High,8,07/05/97,24/08/2001,1570,29.24,17.67,18.89,131.5,117.5,13.98,29.32,26.67,26.33,16.57,13.22,140,29.87,26.88,16.35,27.72,113,20.86,20.25,12.66,23.39,10.9,10.15,10.03,9.01,15.21,14.3,23.35,4.57,7.87,5.04,159.5,157.5,19.09,15.78,35.08,193.5,38.91,14.08,11.06,24.99,18.68,21.4,122,18.87,18.54,11.09,22.5,10.45,9.25,9.3,8,14.83,13.53,21.77,25.03,17.61,13.48,51.52,14.24,11.55,20.06,20.71,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3665,Female,Low,4,08/05/99,22/08/2001,837,31.34,18.28,17.5,133.5,121,13.52,29.15,26.97,26.59,17.14,14.13,140,28.96,27.16,16.09,27.83,114.5,22.13,21.39,12.84,23.5,10.75,10.4,10.04,9.16,14.97,14.41,24.18,4.61,6.62,4.52,164,165,19.58,15.2,36.42,191,39.01,13.91,10.77,24.97,19.01,21.18,123,18.9,18.73,10.93,22.01,10.2,9.25,8.81,8.2,14.94,13.86,21.94,27.89,17.01,14.66,51.78,14.92,12.27,21.47,22.13,fu,fg,fu,fu,u,fu,fu,fo,fo,u,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3666,Castrate,Low,8,02/05/97,22/08/2001,1573,33.55,21.85,19.33,141,126.5,15.85,32.4,30.71,30.36,20.21,14.74,153,32.7,29.85,17.96,30.53,116.5,23.91,23.12,14.43,26.41,12.3,11.7,11.47,10.66,16.59,16.16,26.68,8.09,9.61,5.96,174.5,173,20.34,17.59,40.45,205,42.86,15.16,11.77,26.49,20.27,24.06,128,21.11,20.82,12.45,25.41,11.55,10.7,10.32,9.45,16.56,15.38,25.03,28.57,18.89,15.97,55.92,16.21,13.28,22.75,22.47,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3667,Castrate,Low,2,11/05/00,28/08/2001,474,32.35,20.04,19.37,132.5,117,14.98,31.98,29.51,28.91,19.45,15.52,144.5,31.47,29.04,17.76,29.7,126.5,23.22,22.61,13.5,25.13,11.85,11.45,11.26,10.78,16.81,16.36,27.29,8.12,10.25,8.04,161,161,20.56,15.9,38.95,197.5,40.96,14.57,11.57,26.42,21.34,22.65,137,19.5,19.2,11.35,23.76,11.15,10.1,10.21,9.85,16.89,15.9,25.23,28.86,19.08,15.69,56.3,16.06,12.57,22.2,23.37,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3668,Female,Low,8,15/05/97,24/08/2001,1562,33.37,21.55,19.53,139.5,123.5,15.29,32.76,29.49,29.28,19.57,15.48,143,32.71,29.8,18.48,31.42,112,23.84,23.07,14.93,26.35,12.3,12.18,11.19,10.39,16.37,15.62,25.58,5.43,8.33,4.91,168,166,22.14,17.34,39.07,191.5,43.44,15.56,12.48,26.82,21.44,23.8,119,20.56,20.34,12.44,24.26,11.4,10.4,10.25,9.53,16.32,15.23,23.89,28.21,18.79,16.3,54.01,17.38,12.71,22.52,22.98,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3669,Castrate,High,8,03/05/97,24/08/2001,1574,36.61,21.34,23.03,146.5,130,17.55,34.04,31.39,31.1,21.47,16.17,168,34.68,31.61,19.81,32.86,123.5,25.04,23.79,16.5,27.64,12.8,12.55,11.45,10.98,16.99,16.47,27.78,8.7,9.79,8.51,179.5,180,22.28,19.82,39.96,216,44.75,17.71,13.04,28.51,22.45,28.54,131,22.98,22.6,14.32,26.83,12.3,11.3,10.66,10.23,17.07,16.33,26.45,30.67,20.3,16.75,59.42,17.5,13.99,24.87,24.09,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3670,Female,High,6,15/05/98,22/08/2001,1195,30.95,20.57,18.84,139,123,15.02,29.57,27.87,27.52,18.39,14.34,149.5,31.05,28,16.95,28.19,121,22.76,21.8,12.99,23.65,11.05,10.5,10.63,9.86,15.96,15.3,24.1,4.55,7.96,4.15,168,166,19.95,17.11,37.09,207.5,40.8,15.28,11.79,26.98,20.99,22.63,130.5,20.53,20.29,11.37,22.76,10.55,9.75,9.88,9.28,16.07,15.11,22.61,27.16,18.58,15.29,53.55,16.19,12.41,20.71,21.88,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3671,Male,High,4,21/05/99,28/08/2001,830,33.72,21.76,22.38,140.5,125.5,16.11,32.85,30.51,30.32,19.39,15.67,153,33.67,30.48,18.93,31.64,118,25.09,23.62,15.22,27.18,12.65,11.75,11.19,10.46,16.72,16.03,27.64,9.39,10.5,7.37,167,166.5,21.16,18.66,40.92,198,43.61,16.49,12.1,28.08,22.04,24.4,126,21.7,21.64,13.05,26.53,12.4,10.75,10.38,9.69,17,15.96,25.9,29.02,19.3,16.2,54.08,17.09,13.41,22.41,23.35,fu,fo,fu,fu,u,fu,fu,fu,fu,fo,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3672,Female,High,4,03/05/99,22/08/2001,842,31.84,19.24,17.79,139,123,14.15,29.26,27.47,27.46,17.86,14.08,151,30.55,27.43,17.36,28.64,120.5,22.77,22.13,12.97,23.91,11,10.65,10.71,9.71,16.13,15.42,24.73,4.43,7.72,3.87,166.5,164,20.12,16.48,36.35,198.5,39.4,14.59,11.22,25.86,19.64,21.85,131.5,19.59,19.47,11.17,23.58,10.95,9.95,9.86,9.33,16.29,15.31,23.31,27.81,17.72,14.5,53.02,15.2,12.56,21.77,21.41,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3673,Female,High,8,15/05/97,24/08/2001,1562,29.53,19.45,17.37,129,114,13.72,28.62,26.39,26.23,17.15,13.69,140.5,28.77,26.34,15.87,26.7,109,21.59,21.09,12.43,23.68,11,10.3,10.16,9.24,14.96,14.18,23.66,4.08,7.44,3.57,157,156.5,19.09,15.43,34.63,187,37.92,13.81,10.56,24.65,18.66,21.12,117,19.08,18.44,10.98,22.31,10.1,9.45,9.1,8.69,14.91,13.97,22.02,26.57,17.16,14.71,51.23,14.54,11.64,20.76,20.69,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3674,Female,High,8,11/05/97,27/08/2001,1569,29.96,18.77,18.61,133,119.5,14.25,28.88,26.76,26.39,18.07,14.49,139.5,30.07,26.66,17.4,28.51,109,21.98,20.88,14.13,23.73,10.7,10.5,10.09,9.3,14.88,14.34,23.89,6.06,8.84,4.68,163.5,163,19.3,16.31,36.4,187,40.48,14.94,11.67,24.5,20.22,21.27,115,19.16,18.46,11.83,22.48,10.35,9.4,9.04,8.56,14.98,13.85,22.29,27.83,16.98,15.24,52.46,15.5,12.2,21.65,21.95,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3675,Female,High,6,02/05/98,24/08/2001,1210,30.29,20.47,18.73,136,121,14.92,30.43,28.32,28.2,18.55,14.64,144,31.49,28.67,16.73,29.07,115.5,23.28,22.72,13.36,24.3,11.2,11.2,11.04,10.49,16.29,15.61,23.8,4.87,7.8,4.61,165.5,164.5,19.72,16.19,37.72,193.5,41.43,15.13,11.23,26.54,19.72,22.83,124,20.25,20.11,11.53,22.71,10.75,9.85,10.21,9.4,16.1,15.12,22.2,27.48,18.29,15.71,54.31,16.06,12.16,21.46,22.28,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3676,Male,High,8,02/05/97,22/08/2001,1573,37.84,22.92,23.88,158,137.5,18.08,35.55,32.55,32.35,21.09,15.42,166,39.02,32.66,21,34.52,131,25.21,24.59,16.73,28.36,13.3,12.6,12.2,11.67,17.68,17.12,28.3,9.69,12.79,9.07,189.5,186.5,23.16,20.21,43.68,226.5,46.06,17.83,13.89,29.53,23.18,25.39,142,22.13,21.79,13.75,26.36,12.25,11.3,11.49,10.58,17.76,16.58,27.05,29.02,19.52,16.31,60.53,17.52,13.47,23.29,23.58,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3677,Castrate,Low,4,08/05/99,24/08/2001,839,31.08,19.88,17.65,132.5,115.5,13.34,30.05,28.08,27.62,17.96,14.08,138,29.91,27.76,16.01,28.04,117.5,23.1,22.19,13.43,24.06,11.1,10.6,10.98,10.25,16.1,15.6,26.34,7.51,8.86,6.39,155,154,18.43,15.09,37.91,190,39.7,14.1,11.4,25.83,19.75,22.64,129.5,20.11,19.89,11.28,23.27,10.6,10,9.82,9.46,15.88,15,24.01,27.34,17.84,14.68,53.86,15.73,12.58,22.14,22.71,fu,u,fu,fu,u,u,fu,u,u,u,u,fo,u,u,fu,fo,fu,fu,fu,fu,fu,fu
3678,Male,Low,2,23/05/00,24/08/2001,458,33.94,19.64,19.33,134,120,14.71,32.17,29.61,29.13,18.69,15.04,143,31.23,29.1,17.1,30.75,109.5,23.46,22.7,14.01,25.32,11.7,11.6,11.01,9.82,15.82,15.08,27.2,7.84,11.03,6.81,163.5,164,20.54,16.55,38.02,191,41.49,14.58,12.43,26.32,21.73,22.67,116.5,20.29,20.17,12.06,23.93,11.2,10.05,10.1,8.67,15.54,14.45,24.96,29.39,18.28,15.94,55.39,15.71,13.16,22.82,22.73,fu,u,fo,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fo,fo,fu,fu,fo,fo
3679,Female,Low,8,10/05/97,24/08/2001,1567,30.45,18.78,18.62,131,116,13.48,29.05,26.65,26.38,16.59,13.6,135.5,29.64,26.36,16.73,27.61,110.5,22.04,21.11,12.96,22.49,10.55,10.05,9.77,8.98,14.91,14.12,23.93,4.34,8.31,5.1,159,157,19.36,16.09,35.88,185.5,39.43,14.92,10.67,24.56,19.53,21.82,118.5,19.03,18.98,10.87,21.98,10.15,9.3,8.96,8.08,14.83,13.59,22.03,26.63,17.26,14.45,53.44,15,13.09,20.53,21.32,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3680,Castrate,High,2,16/05/00,27/08/2001,468,34.12,22.7,19.24,134,119,14.49,31.85,29.73,28.91,19.04,15.08,142.5,31.47,28.98,16.98,29.88,123,24.28,23.49,14.53,25.72,12.15,11.65,10.88,10.36,16.52,16.11,28.57,7.58,8.02,7.52,160,160.5,19.86,16.36,40.31,194.5,42.38,14.94,11.83,27.23,21.04,24.58,135.5,20.79,20.79,12.28,24.64,11.55,10.65,10.29,9.49,16.86,15.82,25.68,29.89,19.17,15.81,58.8,16.71,14.25,23.72,23.86,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3681,Male,High,6,22/05/98,28/08/2001,1194,32.49,20.34,21.03,140,125,15.53,31.9,29.83,29.42,18.75,15.11,150,32.2,29.28,18.63,29.89,114.5,23.67,22.58,14.69,26.45,12.15,11.95,10.2,9.53,15.78,15.32,26.79,7.73,9.83,7.88,168,166,19.79,16.7,39.39,196.5,42.35,15.22,12.22,27.34,20.85,25.55,124,20.72,20.55,12.38,24.49,11.25,10.5,9.6,8.78,15.95,15.05,24.01,28.54,18.74,16.16,54.14,16.26,13.01,22.17,22.87,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3682,Castrate,High,6,08/05/98,27/08/2001,1207,34.59,22.42,20.22,147,128.5,15.09,32.07,30.21,30.04,19.72,15.79,155,33.89,31.15,18.45,30.47,124.5,23.3,22.21,14.22,24.98,11.7,11.15,11.77,11.23,16.51,16.07,25.85,6.06,8.9,5.71,172,170,20.63,17.17,40.71,203.5,44.06,15.53,11.55,27.47,20.91,23.21,135,20.9,20.09,12.12,24.22,11.5,10.05,10.93,10.25,16.58,15.57,24.48,29.02,18.68,15.84,56.5,16.72,13.72,23.16,23.22,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3683,Female,Low,4,07/05/99,22/08/2001,838,29.66,18.74,16.96,129,118,13.03,28.36,27.14,26.73,17.68,13.65,141.5,29,26.45,15.89,26.62,117.5,20.84,20.62,12.88,23.15,10.45,10.35,10.73,10.37,15.23,14.76,23.1,5.05,7.29,5.08,159.5,160,19.04,14.93,36.37,192,38.12,14.32,11.28,24.58,19.03,22.16,127.5,19.36,19.09,11.5,22.47,10.45,9.4,10.11,9.57,15.42,14.33,21.89,26.29,17.52,14.4,52.77,14.78,11.65,21.44,21.43,fu,fg,fu,fu,u,fu,fu,fg,fo,fg,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3684,Female,Low,4,07/05/99,24/08/2001,840,31.05,19.43,17.92,129,115.5,14.68,29.6,27.45,27.02,17.47,13.71,134.5,30.05,27.69,16.79,28.04,110.5,21.43,21.06,13.48,24.76,11.25,10.9,10.3,9.54,15.1,14.53,24.34,5.41,7.46,3.96,156.5,155.5,19.49,15.87,35.37,182,38.8,14.51,11.21,25.3,19.83,22.68,116,19.58,19.38,11.18,23.23,11.05,9.6,9.82,8.78,14.96,14.09,22.81,27.28,17.96,15.34,53.21,15.6,13.23,21.95,21.63,fu,fo,fu,fu,fu,fu,fu,fu,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3685,Female,High,4,08/05/98,18/09/2000,864,31.22,18.53,18.62,135,120,15.28,29.36,27.67,27.67,17.68,14.36,148,32.61,28.83,18.13,30.89,117,23.21,22.47,13.59,24.28,11.25,10.8,10.59,9.6,15.31,14.68,25.27,5.39,8.3,5.17,161,161,20.57,18.06,36.62,190.5,39.69,14.64,11.87,26.22,20.56,23.22,126,19.94,19.51,11.76,23.28,10.65,9.75,9.49,8.69,15.13,14.18,23.49,27.92,18.04,15.41,54.01,16.09,12.7,22.17,21.68,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3686,Female,Low,4,07/05/99,28/08/2001,844,29.88,19.7,18.56,126,112,14.15,28.29,26,25.78,16.76,13.13,133,29.15,26.52,16.54,27.96,102.5,21.18,20.64,13.05,23.58,10.7,10.35,9.68,8.84,14.04,13.33,23.41,4.24,7.32,4.57,154.5,154,18.81,15.83,35.31,179.5,38.42,14.5,10.72,24.76,19.72,21.79,108.5,18.38,18.17,11.48,22.88,10.6,9.15,9.26,8.4,14.15,13.32,22.04,26.07,16.98,14.81,51.49,15.2,12.26,20.93,20.86,fu,fg,fu,fu,fo,fu,fu,fo,fu,fo,u,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3687,Female,Low,2,21/05/99,19/09/2000,487,32.75,20.06,17.43,132,118,14.25,30.51,28.9,28.24,18.94,15.07,138,31.13,28.42,16.67,29.88,109,24.22,23.35,13.66,24.19,11.5,11.1,10.91,9.96,15.75,15.08,27.33,5.58,8.13,4.41,163,162,20.31,17.02,38.17,187,40.72,14.15,11.93,26.04,20.91,23.22,114.5,20.18,20.14,11.56,23.3,11.15,9.85,10.32,8.73,15.67,14.5,24.11,27.81,18.15,15.68,52.98,15.63,12.46,21.62,22.39,fu,u,fu,fu,u,u,fu,u,u,u,u,fu,u,u,fo,fo,fu,fo,fu,fu,fu,fu
3688,Female,Low,6,05/05/97,12/09/2000,1226,33.29,20.76,19.85,138,122.5,16.47,31.69,29.1,28.61,18.26,13.85,141,31.49,28.31,19.1,30.36,112.5,24.09,22.94,14.74,25.26,11.95,11.35,10.57,10.07,16.01,15.54,25.5,4.86,9.42,5.85,166,163,19.35,17.4,39.18,193,41.82,16.23,12.36,26.68,20.96,23.26,121.5,20.8,20.77,12.77,23.83,11.2,10.45,10.3,9.67,15.91,15.13,23.43,28.22,19.44,16.04,56.38,17.56,13.28,22.58,23.18,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3689,Female,Low,4,13/05/98,18/09/2000,859,31.23,20.52,18.1,134,119.5,14.73,29.82,27.48,26.94,18.26,14.33,141,28.71,26.67,17.32,28.61,116.5,23.4,22.89,13.63,24.29,11.1,10.7,10.55,9.81,15.45,14.87,24.84,4.86,7.48,3.42,164.5,161,19.75,17.39,37.92,192.5,39.69,14.68,11.52,25.81,19.73,23,124.5,19.97,19.69,11.69,23.28,10.75,9.8,10.03,8.79,15.63,14.45,23.05,28.13,18.02,15.56,55.14,15.81,13.11,22.38,22.25,fu,fo,fu,fu,fo,fu,fu,fo,fu,fo,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3690,Castrate,High,2,14/05/99,11/09/2000,486,32.09,20.97,19.32,136.5,121.5,14.93,31.48,28.84,28.15,18.97,14.19,148,30.43,27.54,17.43,29.61,117.5,24.16,23.32,14.57,25.67,11.9,11.5,10.85,10.09,15.8,15.39,26.89,6.35,8.6,6.38,167.5,166.5,20.45,16.85,37.77,201.5,39.48,15.21,11.9,26.86,21.55,22.9,127,20.75,20.56,12.12,24.08,11.2,10.35,10.16,9.33,15.83,15.05,25.52,27.93,18.25,15.3,56.51,16.36,12.84,21.97,22.59,fu,u,fu,fu,u,u,fu,u,u,u,u,fo,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3691,Castrate,Low,2,13/05/99,11/09/2000,487,31.72,21.53,20.3,129,116,14.59,30.65,28.15,27.72,19.05,15.25,136.5,29.13,27.14,16.59,28.51,112.5,22.28,22.07,13.65,25.89,12.1,11.85,9.96,9.68,15.74,15.27,27.05,6.49,8.37,5.95,157,157,20.09,16.32,38.14,187.5,41.25,14.15,11.36,25.78,21.06,22.82,121,20.16,19.73,11.86,24.66,11.3,10.85,9.38,9.04,15.6,14.89,25.53,28.4,18.88,15.71,54.13,16.5,12.97,22.91,22.93,fu,u,fu,fu,u,u,fu,u,u,u,u,u,u,u,fo,fo,fo,fo,fu,fu,fu,fu
3692,Male,Low,6,17/05/97,05/09/2000,1207,34.19,22.94,20.74,138,123,17.23,33.35,31.42,30.82,20.12,15.68,149,34.17,31.23,19.77,31.09,118,24.21,23.38,15.35,27.05,12.25,12.2,10.92,10.19,16.74,16.1,27.16,9.38,11.29,8.81,173,172,22.06,18.27,40.39,197.5,44.01,16.08,11.95,27.81,21.7,24.41,128,21.08,21,12.06,25.23,11.55,10.4,9.95,9.41,16.67,15.8,25.12,29.53,19.58,16.37,55.31,16.81,13.97,23.46,23.13,fu,fo,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
3693,Female,High,2,26/05/99,19/09/2000,482,28.5,18.65,17.49,125.5,110.5,12.49,27.45,25.52,25.26,15.86,12.94,133,28.12,25.78,15.03,26.32,110,21.02,20.42,12.84,22.86,10.5,10.35,10.21,9.54,14.58,14.21,24.78,4.98,8.07,3.84,153,150,19.01,15.41,36.29,178,38.53,13.66,10.94,24.86,18.72,21.17,119.5,18.9,18.82,10.68,21.89,10.35,9.2,9.3,8.73,14.59,13.74,23.02,26.12,17.06,13.7,50.54,14.58,11.74,20.31,21.18,fu,u,fu,fu,u,fo,fu,u,u,u,u,fu,u,fo,fu,fu,fu,fu,fu,fu,fu,fu
3694,Female,High,6,11/05/97,13/09/2000,1221,30.49,18.61,17.74,128.5,115,13.96,28.51,26.43,26.41,17.26,13.38,138.5,30.27,27,16.7,28.43,112.5,21.84,21.44,12.96,23.64,11,10.5,9.62,9,14.87,14.28,23.39,5.94,8.26,5.95,159,158.5,20.11,15.97,36.45,186.5,39.36,15.11,10.67,25.12,19.64,22.14,119,19.82,19.35,10.89,22.95,10.55,9.6,8.89,8.44,15.26,14.26,22.43,26.49,17.53,14.62,52.91,15.58,12.28,21.21,21.45,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu,fu
